customer_id,signup_date,last_purchase_date,age_group,gender,province,acquisition_channel,num_purchases,avg_order_value_zar,total_clv_zar,customer_segment,churned,email_opt_in
CUST03451,2021-02-23,2021-07-02,25-34,Male,Gauteng,Google Display,1,849.81,849.81,Lapsed,0,1
CUST03452,2021-02-16,2021-07-22,25-34,Female,Limpopo,Meta Facebook,7,888.74,6221.19,Lapsed,0,1
CUST03453,2022-09-04,2023-08-21,18-24,Female,Eastern Cape,Email,6,858.25,5149.52,Lapsed,1,1
CUST03454,2021-02-19,2021-11-13,18-24,Female,Gauteng,Meta Facebook,6,805.41,4832.45,Lapsed,0,0
CUST03455,2021-06-30,2021-10-15,45-54,Female,Western Cape,Meta Instagram,16,1042.89,16686.26,High Value,1,1
CUST03456,2021-04-20,2022-08-08,45-54,Female,Gauteng,Meta Facebook,5,976.12,4880.59,Lapsed,1,0
CUST03457,2021-02-07,2022-11-13,18-24,Female,Gauteng,Google Display,2,832.09,1664.18,Lapsed,1,0
CUST03458,2021-04-25,2021-05-24,45-54,Male,KwaZulu-Natal,Meta Instagram,1,784.35,784.35,Lapsed,0,0
CUST03459,2021-02-14,2022-10-09,25-34,Male,Western Cape,Meta Instagram,7,677.2,4740.38,Lapsed,0,1
CUST03460,2022-03-04,2024-01-18,45-54,Female,Gauteng,Email,1,466.04,466.04,Lapsed,0,1
CUST03461,2021-03-16,2022-01-12,55+,Female,KwaZulu-Natal,Meta Instagram,1,1177.13,1177.13,Lapsed,0,1
CUST03462,2020-01-06,2020-01-21,25-34,Female,Gauteng,Meta Instagram,2,1311.37,2622.74,Lapsed,1,1
CUST03463,2020-10-31,2022-05-27,35-44,Male,Gauteng,Meta Facebook,4,1230.08,4920.33,Lapsed,0,0
CUST03464,2021-05-19,2022-02-07,25-34,Female,KwaZulu-Natal,Google Search,1,976.9,976.9,Lapsed,0,1
CUST03465,2022-04-05,2022-10-25,25-34,Female,Limpopo,Google Search,1,615.71,615.71,Lapsed,1,1
CUST03466,2021-06-11,2021-11-05,35-44,Male,Limpopo,Meta Facebook,2,1144.14,2288.28,Lapsed,1,1
CUST03467,2021-07-07,2022-03-15,55+,Female,Gauteng,Organic,13,1148.18,14926.35,High Value,1,0
CUST03468,2021-11-15,2023-03-21,25-34,Male,Limpopo,Google Search,20,873.34,17466.83,Lapsed,1,1
CUST03469,2022-04-08,2023-02-26,35-44,Male,Gauteng,Google Display,11,1098.36,12081.99,High Value,1,0
CUST03470,2022-04-12,2022-10-20,35-44,Female,Gauteng,Email,16,341.65,5466.44,Lapsed,1,1
CUST03471,2021-10-11,2023-09-06,18-24,Female,Gauteng,Meta Instagram,5,1049.93,5249.67,Lapsed,1,1
CUST03472,2020-05-15,2022-02-14,45-54,Male,KwaZulu-Natal,Meta Facebook,4,750.33,3001.31,Lapsed,1,1
CUST03473,2021-07-11,2022-03-20,55+,Female,Western Cape,Google Search,2,690.96,1381.92,Lapsed,1,1
CUST03474,2020-10-05,2020-12-17,25-34,Male,Gauteng,Organic,1,399.31,399.31,Lapsed,1,1
CUST03475,2020-09-13,2022-05-27,25-34,Male,Western Cape,Email,5,496.06,2480.29,Lapsed,1,0
CUST03476,2021-07-17,2022-06-30,45-54,Female,Gauteng,Google Search,2,1365.61,2731.22,Lapsed,1,1
CUST03477,2020-07-06,2021-01-22,25-34,Female,KwaZulu-Natal,Meta Instagram,7,916.0,6412.02,Lapsed,1,1
CUST03478,2021-03-25,2021-07-11,25-34,Male,Gauteng,Organic,4,853.65,3414.6,Lapsed,1,1
CUST03479,2022-10-15,2024-07-11,35-44,Male,Gauteng,Google Display,2,789.85,1579.7,Lapsed,1,0
CUST03480,2021-11-23,2023-10-08,55+,Female,Gauteng,Meta Instagram,6,831.44,4988.64,Lapsed,1,1
CUST03481,2021-12-20,2022-06-17,55+,Male,Gauteng,Email,1,1016.21,1016.21,Lapsed,1,1
CUST03482,2020-12-12,2021-03-25,35-44,Female,KwaZulu-Natal,Email,4,1397.43,5589.73,Lapsed,1,1
CUST03483,2021-04-06,2021-05-15,45-54,Male,Gauteng,Meta Instagram,3,691.09,2073.28,Lapsed,1,1
CUST03484,2022-05-16,2023-07-19,unknown,Other,Western Cape,Meta Facebook,2,674.2,1348.4,Lapsed,1,0
CUST03485,2021-07-18,2023-02-13,55+,Female,Gauteng,Organic,12,499.02,5988.26,Lapsed,1,1
CUST03486,2022-10-07,2023-08-19,45-54,Female,Gauteng,Organic,5,253.44,1267.19,Lapsed,1,0
CUST03487,2021-01-20,2021-07-30,45-54,Male,Western Cape,Google Search,4,1248.88,4995.5,Lapsed,1,0
CUST03488,2020-05-15,2022-04-13,45-54,Female,KwaZulu-Natal,Email,5,1009.17,5045.85,Lapsed,1,1
CUST03489,2021-01-17,2022-04-01,18-24,Male,KwaZulu-Natal,Google Search,17,361.62,6147.46,Lapsed,0,1
CUST03490,2021-01-17,2021-12-30,25-34,Male,Limpopo,Organic,2,786.28,1572.56,Lapsed,1,1
CUST03491,2021-03-30,2022-08-25,18-24,Female,Western Cape,Organic,3,980.5,2941.49,Lapsed,1,0
CUST03492,2020-10-23,2021-01-07,45-54,Male,Gauteng,Google Search,3,1016.86,3050.59,Lapsed,1,0
CUST03493,2021-01-20,2022-12-15,35-44,Female,Gauteng,Google Search,3,1145.67,3437.0,Lapsed,0,0
CUST03494,2022-05-28,2023-09-02,35-44,Male,Gauteng,Meta Facebook,2,923.87,1847.74,Lapsed,1,1
CUST03495,2021-12-08,2022-04-08,55+,Male,Limpopo,Meta Instagram,1,492.78,492.78,Lapsed,1,1
CUST03496,2022-04-21,2024-02-08,55+,Female,Western Cape,Meta Facebook,5,967.58,4837.89,Lapsed,0,0
CUST03497,2022-01-14,2023-09-13,25-34,Male,Gauteng,Meta Facebook,1,735.23,735.23,Lapsed,1,0
CUST03498,2020-01-13,2021-05-17,25-34,Male,Western Cape,Email,4,721.45,2885.79,Lapsed,1,0
CUST03499,2022-10-22,2024-01-28,35-44,Male,Gauteng,Meta Facebook,5,1034.18,5170.92,Lapsed,1,1
CUST03500,2022-06-23,2024-02-26,55+,Male,Gauteng,Email,5,896.38,4481.92,Lapsed,0,1
CUST03501,2021-01-14,2022-07-21,25-34,Female,Gauteng,Meta Facebook,5,770.61,3853.06,Lapsed,1,1
CUST03502,2022-05-18,2022-06-30,55+,Female,KwaZulu-Natal,Meta Instagram,5,1323.65,6618.27,Lapsed,0,1
CUST03503,2022-06-19,2023-06-28,55+,Female,Gauteng,Google Search,8,919.75,7358.02,Lapsed,1,1
CUST03504,2021-03-26,2021-10-31,25-34,Female,Gauteng,Google Search,9,447.16,4024.43,Lapsed,1,0
CUST03505,2021-10-27,2021-12-12,unknown,Male,Gauteng,Organic,10,461.2,4612.0,Lapsed,1,0
CUST03506,2020-01-11,2020-10-03,45-54,Male,Western Cape,Google Search,3,773.16,2319.49,Lapsed,0,1
CUST03507,2020-12-17,2021-08-11,55+,Female,Western Cape,Google Search,5,1114.47,5572.34,Lapsed,1,1
CUST03508,2021-12-12,2022-01-06,35-44,Male,Gauteng,Google Search,5,901.56,4507.81,Lapsed,1,1
CUST03509,2020-10-16,2020-11-11,55+,Male,Gauteng,Google Search,4,496.38,1985.52,Lapsed,0,1
CUST03510,2022-10-09,2023-07-08,18-24,Female,KwaZulu-Natal,Google Search,3,1211.73,3635.18,Lapsed,1,0
CUST03511,2021-11-21,2022-03-07,35-44,Other,Western Cape,Google Search,4,742.27,2969.1,Lapsed,0,1
CUST03512,2021-05-05,2021-08-22,45-54,Female,Eastern Cape,Meta Instagram,5,731.42,3657.11,Lapsed,1,1
CUST03513,2020-09-02,2022-04-07,45-54,Female,Western Cape,Organic,3,794.01,2382.04,Lapsed,1,1
CUST03514,2020-05-07,2022-02-15,45-54,Female,KwaZulu-Natal,Meta Instagram,7,391.05,2737.33,Lapsed,1,0
CUST03515,2020-12-08,2021-11-08,25-34,Male,Gauteng,Google Search,1,650.34,650.34,Lapsed,1,1
CUST03516,2020-06-24,2021-09-14,35-44,Female,Western Cape,Google Search,3,772.37,2317.1,Lapsed,0,1
CUST03517,2021-06-16,2023-02-27,45-54,Male,Gauteng,Meta Instagram,7,1158.33,8108.33,Lapsed,1,0
CUST03518,2022-04-27,2023-04-10,35-44,Male,KwaZulu-Natal,Google Display,9,1117.78,10060.05,High Value,1,1
CUST03519,2022-01-06,2023-06-30,35-44,Male,Gauteng,Meta Facebook,8,692.61,5540.91,Lapsed,0,1
CUST03520,2021-07-13,2021-08-07,25-34,Male,unknown,Meta Instagram,4,690.45,2761.82,Lapsed,1,1
CUST03521,2020-11-11,2021-12-24,18-24,Male,Western Cape,Meta Instagram,2,978.19,1956.37,Lapsed,1,1
CUST03522,2021-01-07,2021-12-04,55+,Female,KwaZulu-Natal,Google Search,2,1122.87,2245.75,Lapsed,1,1
CUST03523,2021-07-14,2021-12-13,25-34,Female,Gauteng,Google Search,1,943.48,943.48,Lapsed,1,0
CUST03524,2022-08-26,2023-10-24,55+,Female,KwaZulu-Natal,Organic,3,717.57,2152.71,Lapsed,1,1
CUST03525,2021-03-06,2022-06-08,55+,Male,Western Cape,Email,1,368.53,368.53,Lapsed,1,1
CUST03526,2022-07-28,2023-05-02,45-54,Female,Limpopo,Meta Facebook,11,963.41,10597.47,Lapsed,1,1
CUST03527,2020-03-05,2021-10-06,25-34,Male,KwaZulu-Natal,Meta Facebook,5,1092.26,5461.32,Lapsed,1,1
CUST03528,2022-07-26,2023-12-11,45-54,Female,Western Cape,Organic,6,1109.62,6657.7,Lapsed,1,1
CUST03529,2022-03-11,2023-04-05,25-34,Male,Western Cape,Google Search,1,840.33,840.33,Lapsed,0,0
CUST03530,2022-03-15,2022-05-04,35-44,Female,Gauteng,Email,2,590.61,1181.22,Lapsed,1,0
CUST03531,2022-01-15,2022-08-14,35-44,Other,Western Cape,Google Search,10,481.09,4810.86,Lapsed,1,0
CUST03532,2022-03-21,2024-01-28,18-24,Male,Gauteng,Email,5,1018.68,5093.39,Lapsed,0,0
CUST03533,2022-08-28,2023-07-07,35-44,Male,Gauteng,Meta Facebook,4,956.69,3826.78,Lapsed,1,1
CUST03534,2021-01-31,2021-06-01,18-24,Female,KwaZulu-Natal,Google Search,6,786.65,4719.91,Lapsed,0,1
CUST03535,2020-03-23,2021-04-12,45-54,Female,KwaZulu-Natal,Meta Instagram,1,633.44,633.44,Lapsed,1,0
CUST03536,2020-12-03,2022-02-19,35-44,Female,Gauteng,Google Search,1,1496.16,1496.16,Lapsed,1,1
CUST03537,2022-08-31,2023-12-07,35-44,Male,Gauteng,Meta Instagram,6,837.49,5024.93,Lapsed,1,1
CUST03538,2022-01-21,2022-06-03,25-34,Male,Gauteng,Meta Instagram,1,987.05,987.05,Lapsed,1,1
CUST03539,2022-02-04,2022-03-11,35-44,Female,KwaZulu-Natal,Google Display,4,890.57,3562.28,Lapsed,1,1
CUST03540,2020-06-23,2020-09-09,45-54,Female,Gauteng,Email,7,1050.07,7350.49,Lapsed,1,1
CUST03541,2022-08-06,2023-12-02,25-34,Male,KwaZulu-Natal,Meta Instagram,1,1075.07,1075.07,Lapsed,1,1
CUST03542,2020-04-01,2020-04-23,45-54,Male,Gauteng,Meta Instagram,3,579.55,1738.64,Lapsed,1,1
CUST03543,2021-02-28,2022-07-04,45-54,Other,KwaZulu-Natal,Meta Facebook,10,802.67,8026.69,Lapsed,1,1
CUST03544,2020-09-02,2021-10-23,18-24,Female,Limpopo,Email,1,602.5,602.5,Lapsed,1,1
CUST03545,2022-12-06,2023-01-07,35-44,Female,Western Cape,Meta Instagram,1,515.91,515.91,Lapsed,1,1
CUST03546,2021-10-27,2022-02-24,18-24,Female,Western Cape,Meta Facebook,3,854.71,2564.12,Lapsed,0,0
CUST03547,2021-11-28,2023-02-23,25-34,Male,Gauteng,Meta Instagram,11,568.55,6254.1,Lapsed,0,1
CUST03548,2020-06-18,2020-10-25,35-44,Male,Gauteng,Google Display,2,700.7,1401.39,Lapsed,0,1
CUST03549,2020-06-28,2021-04-08,35-44,Female,Gauteng,Email,4,982.86,3931.42,Lapsed,1,1
CUST03550,2021-08-12,2021-11-06,35-44,Female,Western Cape,Email,5,711.46,3557.29,Lapsed,1,1
CUST03551,2022-01-10,2022-02-20,unknown,Female,Gauteng,Google Display,1,1487.44,1487.44,Lapsed,0,1
CUST03552,2020-03-08,2020-08-26,35-44,Female,Gauteng,Organic,3,934.05,2802.16,Lapsed,1,1
CUST03553,2020-09-15,2022-02-19,55+,Female,Gauteng,Email,1,208.93,208.93,Lapsed,1,1
CUST03554,2021-04-15,2022-04-04,55+,Female,unknown,Google Search,3,340.94,1022.82,Lapsed,0,1
CUST03555,2020-07-15,2021-09-10,45-54,Male,KwaZulu-Natal,Google Search,5,812.88,4064.42,Lapsed,1,0
CUST03556,2020-01-26,2020-08-23,45-54,Female,Gauteng,Google Search,6,948.08,5688.47,Lapsed,0,1
CUST03557,2020-11-23,2021-01-10,18-24,Male,KwaZulu-Natal,Google Search,7,398.65,2790.56,Lapsed,1,1
CUST03558,2022-01-11,2023-04-04,55+,Female,KwaZulu-Natal,Meta Facebook,4,771.01,3084.04,Lapsed,1,1
CUST03559,2020-07-07,2020-10-17,unknown,Female,Eastern Cape,Email,7,1002.18,7015.26,Lapsed,1,1
CUST03560,2022-08-07,2023-04-01,35-44,Female,Gauteng,Google Display,5,960.45,4802.26,Lapsed,1,1
CUST03561,2021-12-30,2022-09-19,unknown,Female,Gauteng,Organic,5,845.42,4227.08,Lapsed,1,1
CUST03562,2020-03-05,2021-04-26,25-34,Female,KwaZulu-Natal,Organic,5,645.17,3225.86,Lapsed,1,1
CUST03563,2021-07-22,2023-01-24,35-44,Male,KwaZulu-Natal,Email,1,905.66,905.66,Lapsed,0,0
CUST03564,2022-11-21,2023-05-20,45-54,Female,Gauteng,Email,8,841.64,6733.11,Lapsed,1,1
CUST03565,2021-03-01,2022-02-04,18-24,Male,Gauteng,Email,12,509.06,6108.78,Lapsed,1,1
CUST03566,2020-11-28,2022-05-13,35-44,Male,KwaZulu-Natal,Organic,5,541.6,2707.99,Lapsed,1,1
CUST03567,2021-01-29,2021-03-28,45-54,Male,KwaZulu-Natal,Meta Facebook,7,364.48,2551.38,Lapsed,1,0
CUST03568,2021-07-10,2023-04-30,25-34,Female,KwaZulu-Natal,Google Display,7,1029.05,7203.38,Lapsed,1,1
CUST03569,2022-02-20,2022-06-18,25-34,Male,KwaZulu-Natal,Meta Facebook,1,307.68,307.68,Lapsed,1,0
CUST03570,2021-09-01,2023-05-05,35-44,Female,KwaZulu-Natal,Google Search,1,1272.87,1272.87,Lapsed,0,0
CUST03571,2022-04-12,2024-01-25,unknown,Female,KwaZulu-Natal,Meta Facebook,1,679.18,679.18,Lapsed,1,1
CUST03572,2020-05-13,2021-03-26,45-54,Female,Gauteng,Google Display,6,150.0,900.0,Lapsed,1,0
CUST03573,2022-02-15,2022-05-05,25-34,Female,Gauteng,Organic,5,957.82,4789.1,Lapsed,1,1
CUST03574,2020-05-12,2021-07-13,25-34,Female,KwaZulu-Natal,Email,2,911.36,1822.73,Lapsed,1,1
CUST03575,2022-12-11,2024-10-23,35-44,Male,Gauteng,Meta Facebook,4,1340.47,5361.89,Lapsed,1,1
CUST03576,2021-12-21,2023-01-20,45-54,Male,KwaZulu-Natal,Google Search,2,1158.97,2317.93,Lapsed,1,1
CUST03577,2020-05-10,2021-08-15,25-34,Other,unknown,Organic,8,862.23,6897.82,Lapsed,0,0
CUST03578,2020-01-07,2021-05-13,55+,Female,Gauteng,Google Search,1,1545.71,1545.71,Lapsed,0,1
CUST03579,2020-10-07,2021-04-01,55+,Male,Limpopo,Google Search,3,563.48,1690.44,Lapsed,1,0
CUST03580,2021-06-26,2021-08-08,18-24,Male,Western Cape,Meta Facebook,3,1051.59,3154.77,Lapsed,1,1
CUST03581,2022-05-15,2023-06-02,45-54,Female,KwaZulu-Natal,Meta Facebook,1,756.82,756.82,Lapsed,0,0
CUST03582,2021-09-20,2023-06-26,45-54,Female,KwaZulu-Natal,Email,8,896.05,7168.4,Lapsed,1,1
CUST03583,2021-09-18,2023-05-16,35-44,Female,Gauteng,Google Search,9,1067.55,9607.93,High Value,1,1
CUST03584,2022-05-09,2022-11-24,18-24,Other,Western Cape,Google Search,12,1149.77,13797.25,High Value,1,1
CUST03585,2020-10-13,2022-03-27,25-34,Male,Western Cape,Google Search,14,624.99,8749.81,Lapsed,1,1
CUST03586,2022-08-08,2022-09-02,25-34,Female,Gauteng,Meta Facebook,15,1109.52,16642.73,High Value,1,0
CUST03587,2021-05-20,2021-10-02,45-54,Female,Gauteng,Meta Facebook,1,150.0,150.0,Lapsed,1,1
CUST03588,2020-12-28,2021-01-30,25-34,Male,KwaZulu-Natal,Meta Facebook,1,852.14,852.14,Lapsed,1,1
CUST03589,2021-11-18,2023-03-22,25-34,Female,Western Cape,Google Search,3,1085.8,3257.41,Lapsed,1,1
CUST03590,2020-07-16,2021-08-15,55+,Male,KwaZulu-Natal,Meta Facebook,2,405.05,810.1,Lapsed,1,0
CUST03591,2021-07-16,2021-10-19,45-54,Female,KwaZulu-Natal,Meta Facebook,3,531.76,1595.29,Lapsed,1,1
CUST03592,2020-04-09,2021-02-24,25-34,Female,Gauteng,Meta Facebook,8,855.62,6844.94,Lapsed,1,0
CUST03593,2022-05-21,2023-06-09,35-44,Female,Eastern Cape,Google Search,4,1001.49,4005.95,Lapsed,1,0
CUST03594,2021-03-17,2021-06-27,18-24,Other,Gauteng,Email,4,791.54,3166.17,Lapsed,0,1
CUST03595,2021-02-22,2021-05-19,25-34,Female,Western Cape,Organic,5,925.7,4628.48,Lapsed,1,0
CUST03596,2020-03-10,2021-07-10,18-24,Female,Gauteng,Meta Instagram,6,899.86,5399.19,Lapsed,0,0
CUST03597,2021-12-19,2023-01-11,25-34,Male,KwaZulu-Natal,Meta Instagram,1,1390.58,1390.58,Lapsed,1,0
CUST03598,2021-01-09,2021-12-29,18-24,Male,Western Cape,Meta Instagram,5,580.43,2902.16,Lapsed,1,0
CUST03599,2021-06-18,2022-03-07,25-34,Male,Western Cape,Email,8,614.26,4914.05,Lapsed,1,1
CUST03600,2022-09-19,2023-12-03,18-24,Male,Limpopo,Organic,3,1341.81,4025.44,Lapsed,1,1
CUST03601,2021-12-16,2022-07-17,45-54,Male,Western Cape,Google Search,3,1112.77,3338.3,Lapsed,1,0
CUST03602,2020-07-30,2020-08-12,35-44,Male,Gauteng,Google Search,3,1272.38,3817.14,Lapsed,1,1
CUST03603,2021-06-04,2022-03-05,55+,Female,Eastern Cape,Meta Facebook,9,922.69,8304.24,Lapsed,1,1
CUST03604,2022-03-14,2023-01-12,25-34,Female,unknown,Google Search,18,767.12,13808.07,Lapsed,1,1
CUST03605,2020-06-04,2021-10-29,45-54,Female,Gauteng,Google Display,7,1105.97,7741.79,Lapsed,0,1
CUST03606,2022-06-30,2024-04-17,45-54,Female,Western Cape,Google Search,1,770.55,770.55,Lapsed,1,1
CUST03607,2020-03-02,2020-09-12,45-54,Female,Gauteng,Meta Instagram,4,969.58,3878.32,Lapsed,1,1
CUST03608,2020-08-17,2022-03-11,45-54,Female,KwaZulu-Natal,Google Search,1,892.24,892.24,Lapsed,1,1
CUST03609,2021-07-10,2022-04-19,35-44,Female,Gauteng,Meta Instagram,3,855.22,2565.67,Lapsed,1,1
CUST03610,2022-05-21,2023-10-12,35-44,Female,Western Cape,Google Display,1,567.58,567.58,Lapsed,1,0
CUST03611,2021-06-01,2021-06-25,25-34,Female,Eastern Cape,Meta Instagram,3,299.58,898.74,Lapsed,1,1
CUST03612,2020-12-12,2021-02-20,25-34,Female,Western Cape,Meta Instagram,12,1088.16,13057.97,High Value,1,0
CUST03613,2021-08-10,2021-11-26,35-44,Male,KwaZulu-Natal,Meta Instagram,10,1007.82,10078.2,High Value,1,1
CUST03614,2020-04-08,2021-03-25,18-24,Male,unknown,Google Search,1,1148.19,1148.19,Lapsed,1,0
CUST03615,2021-11-29,2022-08-20,18-24,Female,Eastern Cape,Organic,2,1552.11,3104.23,Lapsed,1,1
CUST03616,2021-09-26,2023-03-12,25-34,Male,Western Cape,Meta Instagram,3,1076.28,3228.85,Lapsed,1,1
CUST03617,2020-07-20,2022-03-12,18-24,Female,Eastern Cape,Google Display,4,631.38,2525.52,Lapsed,0,1
CUST03618,2020-01-17,2020-02-08,45-54,Female,KwaZulu-Natal,Organic,3,467.66,1402.97,Lapsed,0,1
CUST03619,2020-11-21,2022-09-05,18-24,Female,Western Cape,Google Display,5,605.54,3027.7,Lapsed,0,1
CUST03620,2022-09-23,2024-06-26,18-24,Female,Gauteng,Meta Instagram,1,909.97,909.97,Lapsed,0,1
CUST03621,2022-02-12,2023-08-12,35-44,Other,Gauteng,Organic,1,883.59,883.59,Lapsed,1,0
CUST03622,2022-10-23,2024-08-05,25-34,Female,Limpopo,Meta Instagram,1,1041.92,1041.92,Lapsed,0,1
CUST03623,2021-08-03,2023-02-21,18-24,Other,Gauteng,Google Search,2,1229.06,2458.11,Lapsed,1,1
CUST03624,2022-12-31,2023-04-13,25-34,Female,KwaZulu-Natal,Meta Instagram,2,733.19,1466.37,Lapsed,1,1
CUST03625,2022-04-20,2023-03-26,45-54,Female,Gauteng,Meta Facebook,5,961.52,4807.61,Lapsed,1,1
CUST03626,2021-01-13,2021-12-22,18-24,Male,Gauteng,Google Search,4,891.71,3566.86,Lapsed,0,1
CUST03627,2022-08-11,2023-11-13,25-34,Male,KwaZulu-Natal,Google Search,6,506.84,3041.02,Lapsed,1,0
CUST03628,2021-09-03,2023-03-19,18-24,Male,Western Cape,Google Search,9,1104.97,9944.72,High Value,1,1
CUST03629,2021-06-28,2021-08-27,18-24,Male,Limpopo,Google Search,5,581.51,2907.54,Lapsed,0,1
CUST03630,2021-01-26,2021-03-28,18-24,Female,Gauteng,Meta Instagram,6,1539.15,9234.92,Lapsed,0,0
CUST03631,2020-05-24,2020-12-03,35-44,Male,Western Cape,Google Search,1,970.78,970.78,Lapsed,1,1
CUST03632,2020-11-24,2021-06-10,35-44,Female,KwaZulu-Natal,Google Search,6,1041.27,6247.6,Lapsed,1,1
CUST03633,2021-06-10,2022-04-18,18-24,Female,Western Cape,Google Search,5,952.55,4762.74,Lapsed,0,1
CUST03634,2020-02-15,2020-07-16,35-44,Female,KwaZulu-Natal,Meta Facebook,3,840.88,2522.65,Lapsed,1,1
CUST03635,2020-02-23,2021-08-15,45-54,Female,Gauteng,Google Display,2,927.3,1854.6,Lapsed,0,0
CUST03636,2020-05-20,2020-06-19,25-34,Male,Eastern Cape,Email,3,794.72,2384.15,Lapsed,0,1
CUST03637,2022-05-29,2023-03-31,unknown,Female,Gauteng,Google Search,5,1246.2,6231.01,Lapsed,0,0
CUST03638,2022-06-07,2023-08-24,25-34,Female,Eastern Cape,Google Search,8,581.22,4649.74,Lapsed,1,0
CUST03639,2021-07-18,2022-08-03,25-34,Male,Gauteng,Email,1,857.73,857.73,Lapsed,1,1
CUST03640,2022-05-21,2023-12-11,18-24,Female,KwaZulu-Natal,Google Search,6,1034.96,6209.78,Lapsed,1,1
CUST03641,2022-06-20,2023-07-16,55+,Male,Western Cape,Meta Instagram,2,949.08,1898.17,Lapsed,1,1
CUST03642,2022-10-30,2023-07-30,45-54,Female,Gauteng,Email,2,1012.41,2024.83,Lapsed,0,1
CUST03643,2022-06-29,2022-07-21,18-24,Female,Gauteng,Google Search,4,967.65,3870.61,Lapsed,1,1
CUST03644,2021-07-06,2023-03-17,25-34,Male,Western Cape,Meta Instagram,1,607.82,607.82,Lapsed,1,0
CUST03645,2021-03-19,2021-12-08,25-34,Male,Western Cape,Google Search,1,1362.39,1362.39,Lapsed,1,0
CUST03646,2022-12-03,2023-02-04,55+,Male,Gauteng,Google Search,2,300.86,601.71,Lapsed,0,1
CUST03647,2020-07-28,2021-06-15,45-54,Female,KwaZulu-Natal,Email,2,663.32,1326.64,Lapsed,1,0
CUST03648,2022-07-16,2023-01-07,25-34,Male,KwaZulu-Natal,Meta Instagram,6,855.92,5135.54,Lapsed,1,1
CUST03649,2020-10-02,2021-04-10,unknown,Male,Gauteng,Meta Facebook,1,938.91,938.91,Lapsed,1,1
CUST03650,2022-07-31,2022-12-29,45-54,Female,Western Cape,Meta Facebook,6,595.46,3572.75,Lapsed,0,0
CUST03651,2021-02-22,2021-12-18,18-24,Male,KwaZulu-Natal,Email,3,346.58,1039.73,Lapsed,1,1
CUST03652,2022-10-05,2023-11-13,18-24,Male,Gauteng,Google Search,4,646.62,2586.46,Lapsed,1,1
CUST03653,2020-03-17,2020-09-20,55+,Male,Eastern Cape,Meta Facebook,5,702.61,3513.05,Lapsed,1,1
CUST03654,2021-12-20,2023-06-19,25-34,Female,Gauteng,Google Search,6,324.92,1949.53,Lapsed,0,1
CUST03655,2022-06-03,2023-11-15,45-54,Female,KwaZulu-Natal,Google Search,14,281.16,3936.25,Lapsed,1,1
CUST03656,2020-08-25,2021-10-29,25-34,Female,Gauteng,Organic,1,1474.11,1474.11,Lapsed,1,0
CUST03657,2022-08-28,2023-01-15,35-44,Female,Gauteng,Google Search,1,635.29,635.29,Lapsed,1,0
CUST03658,2020-09-05,2021-08-06,35-44,Female,Western Cape,Organic,3,394.18,1182.55,Lapsed,1,0
CUST03659,2022-05-23,2022-11-19,45-54,Female,Gauteng,Meta Facebook,3,899.34,2698.01,Lapsed,1,1
CUST03660,2021-06-28,2022-08-08,35-44,Female,KwaZulu-Natal,Google Search,7,412.74,2889.2,Lapsed,0,0
CUST03661,2021-05-15,2022-09-12,55+,Male,Western Cape,Organic,7,1282.33,8976.32,Lapsed,1,1
CUST03662,2021-05-14,2022-05-01,55+,Male,Gauteng,Google Search,2,584.25,1168.5,Lapsed,0,0
CUST03663,2020-02-14,2020-09-11,25-34,Female,Western Cape,Email,7,475.06,3325.45,Lapsed,1,1
CUST03664,2022-03-30,2023-02-11,25-34,Male,Gauteng,Email,3,338.81,1016.44,Lapsed,1,1
CUST03665,2022-03-09,2023-12-17,18-24,Male,Gauteng,Google Display,2,891.2,1782.41,Lapsed,0,0
CUST03666,2022-12-06,2024-10-08,25-34,Female,Gauteng,Organic,5,1468.84,7344.22,Lapsed,1,0
CUST03667,2022-02-21,2023-11-14,25-34,Female,Limpopo,Google Search,10,929.22,9292.17,Lapsed,1,1
CUST03668,2020-05-12,2020-07-10,35-44,Female,KwaZulu-Natal,Organic,6,887.61,5325.69,Lapsed,1,1
CUST03669,2020-06-03,2021-10-29,45-54,Male,Western Cape,Google Display,13,1451.66,18871.52,High Value,1,1
CUST03670,2020-12-13,2022-01-20,18-24,Female,Gauteng,Google Search,2,517.62,1035.25,Lapsed,1,1
CUST03671,2021-08-03,2021-09-06,35-44,Female,KwaZulu-Natal,Meta Instagram,10,1128.88,11288.79,High Value,1,0
CUST03672,2021-07-04,2021-09-16,25-34,Female,Western Cape,Google Search,7,1460.62,10224.35,Lapsed,1,1
CUST03673,2022-06-07,2023-02-17,35-44,Female,Gauteng,Meta Facebook,9,985.71,8871.35,Lapsed,0,1
CUST03674,2022-10-29,2024-03-10,25-34,Female,Western Cape,Meta Instagram,4,301.39,1205.55,Lapsed,1,1
CUST03675,2021-08-28,2022-06-28,25-34,Male,Eastern Cape,Google Search,2,668.53,1337.05,Lapsed,0,0
CUST03676,2021-02-02,2021-07-21,35-44,Female,Western Cape,Google Search,3,527.04,1581.13,Lapsed,0,1
CUST03677,2020-01-25,2021-08-22,45-54,Male,Gauteng,Meta Facebook,2,976.08,1952.17,Lapsed,1,1
CUST03678,2020-12-21,2022-03-20,45-54,Male,Western Cape,Email,15,1039.78,15596.73,High Value,1,0
CUST03679,2022-02-20,2022-04-14,25-34,Female,Limpopo,Meta Facebook,4,708.51,2834.06,Lapsed,1,0
