customer_id,province,acquisition_channel,customer_segment,num_purchases,total_clv_zar,days_since_last_purchase,churn_probability,churn_risk_tier
CUST05489,Western Cape,Email,Lapsed,3,1305.53,882,0.9999596869689455,Critical
CUST04636,KwaZulu-Natal,Google Search,Lapsed,3,1260.32,1147,0.9999596689645572,Critical
CUST03066,Gauteng,Organic,Lapsed,3,2771.82,378,0.9999596477537886,Critical
CUST06657,Gauteng,Google Search,Lapsed,7,7097.04,1022,0.9999595992391694,Critical
CUST07438,KwaZulu-Natal,Meta Facebook,Lapsed,13,8939.69,883,0.9999595967495754,Critical
CUST02869,Limpopo,Meta Instagram,Lapsed,4,2762.24,336,0.9999595790224551,Critical
CUST07175,Gauteng,Google Search,Lapsed,4,1580.52,1505,0.9999595581866157,Critical
CUST04942,Gauteng,Meta Instagram,Lapsed,5,4539.44,1385,0.9999595540790731,Critical
CUST03223,KwaZulu-Natal,Google Search,Lapsed,11,8743.56,850,0.9999595287367807,Critical
CUST07152,Limpopo,Meta Instagram,Lapsed,8,7057.01,1231,0.9999595083287619,Critical
CUST02993,Western Cape,Meta Facebook,Lapsed,3,1339.63,793,0.9999594997421714,Critical
CUST02487,Limpopo,Google Display,Lapsed,5,4164.38,818,0.9999594400554649,Critical
CUST07281,Western Cape,Organic,Lapsed,9,7171.45,951,0.9999594350762305,Critical
CUST06484,Gauteng,Meta Facebook,Lapsed,2,2450.33,764,0.999959412854245,Critical
CUST00400,KwaZulu-Natal,Google Search,Lapsed,7,4854.37,488,0.9999593643706242,Critical
CUST00103,Western Cape,Organic,Lapsed,5,6034.33,653,0.99995933529126,Critical
CUST02125,KwaZulu-Natal,Meta Facebook,Lapsed,4,4877.89,808,0.9999593213178732,Critical
CUST07559,Limpopo,Google Search,Lapsed,8,6547.09,1579,0.999959317997894,Critical
CUST07759,KwaZulu-Natal,Meta Facebook,Lapsed,5,5055.85,904,0.999959292623275,Critical
CUST01898,Eastern Cape,Meta Facebook,Lapsed,6,5609.14,1504,0.9999592600102837,Critical
CUST03802,Gauteng,Meta Facebook,Lapsed,12,8100.05,1033,0.9999592398445568,Critical
CUST07190,KwaZulu-Natal,Organic,Lapsed,9,6024.08,685,0.9999592254855757,Critical
CUST07019,Western Cape,Meta Facebook,Lapsed,9,8212.89,1422,0.9999591919582146,Critical
CUST05515,Western Cape,Email,Lapsed,2,1786.93,1319,0.9999591893932352,Critical
CUST01506,KwaZulu-Natal,Meta Facebook,Lapsed,6,5991.4,922,0.9999591589565947,Critical
CUST05915,Gauteng,Google Search,Lapsed,5,4127.73,904,0.9999591528718296,Critical
CUST02551,Gauteng,Google Search,Lapsed,6,6846.58,587,0.9999590799052572,Critical
CUST01372,Gauteng,Meta Instagram,Lapsed,10,6811.27,242,0.9999590357309052,Critical
CUST04416,Gauteng,Meta Facebook,Lapsed,5,1886.33,517,0.9999589670152418,Critical
CUST07716,Gauteng,Organic,Lapsed,5,4860.62,1553,0.9999589638377254,Critical
CUST01544,Limpopo,Meta Facebook,Lapsed,7,4226.75,918,0.9999589412015323,Critical
CUST02513,Gauteng,Google Display,Lapsed,3,2279.96,786,0.9999589327674769,Critical
CUST00414,unknown,Organic,Lapsed,4,4726.39,913,0.9999589285991106,Critical
CUST06558,Limpopo,Organic,Lapsed,4,3082.09,595,0.9999588972215299,Critical
CUST05727,KwaZulu-Natal,Meta Instagram,Lapsed,3,2068.97,488,0.9999588865919575,Critical
CUST06983,Western Cape,Meta Facebook,Lapsed,5,3238.6,1081,0.9999588824908991,Critical
CUST02278,Eastern Cape,Meta Facebook,Lapsed,7,6172.18,816,0.9999588795715206,Critical
CUST07938,Gauteng,Meta Facebook,Lapsed,11,9571.91,1457,0.9999588715381249,Critical
CUST04148,Gauteng,Google Display,Lapsed,5,4861.81,1142,0.9999588673535199,Critical
CUST07766,Gauteng,Meta Instagram,Lapsed,5,4658.65,833,0.9999588629655118,Critical
CUST03049,Limpopo,Meta Facebook,Lapsed,6,6208.34,1046,0.999958803511811,Critical
CUST02106,Gauteng,Email,Lapsed,2,2516.81,1050,0.9999588027853762,Critical
CUST00083,Gauteng,Google Search,Lapsed,8,7662.24,938,0.9999587924409216,Critical
CUST03814,Gauteng,Google Display,Lapsed,8,3799.26,1251,0.9999587875431584,Critical
CUST00798,Gauteng,Google Search,Lapsed,6,3871.2,1177,0.9999587515051522,Critical
CUST01530,unknown,Google Search,Lapsed,6,6250.98,820,0.999958751296803,Critical
CUST00991,Gauteng,Meta Instagram,Lapsed,2,1489.77,1349,0.9999587474077999,Critical
CUST03992,Gauteng,Google Search,Lapsed,6,6081.03,1500,0.9999587344940859,Critical
CUST00302,Western Cape,Email,Lapsed,4,1486.92,1116,0.999958701116046,Critical
CUST01263,Western Cape,Google Search,Lapsed,1,1293.01,267,0.9999586970074194,Critical
CUST06533,Gauteng,Meta Facebook,Lapsed,1,1379.24,882,0.9999586885139344,Critical
CUST04335,KwaZulu-Natal,Meta Instagram,Lapsed,4,2692.44,955,0.9999586683887657,Critical
CUST06132,Gauteng,Meta Facebook,Lapsed,3,2387.97,352,0.99995861585086,Critical
CUST07687,Limpopo,Email,Lapsed,3,1390.35,1328,0.9999585975361549,Critical
CUST02537,KwaZulu-Natal,Google Search,Lapsed,4,3576.49,1115,0.9999585917002075,Critical
CUST03245,Western Cape,Google Search,Lapsed,4,3580.34,530,0.9999585811544432,Critical
CUST04138,Limpopo,Google Search,Lapsed,7,7237.41,821,0.9999585439338644,Critical
CUST03149,Gauteng,Google Search,Lapsed,3,2578.9,819,0.9999585361916021,Critical
CUST05197,KwaZulu-Natal,Organic,Lapsed,3,3952.8,685,0.9999585020222336,Critical
CUST02793,Gauteng,Meta Facebook,Lapsed,6,4930.46,1588,0.999958495981993,Critical
CUST03476,Gauteng,Google Search,Lapsed,2,2731.22,783,0.9999584728803165,Critical
CUST03551,Gauteng,Google Display,Lapsed,1,1487.44,913,0.9999584250786189,Critical
CUST07554,Gauteng,Google Search,Lapsed,2,2578.78,1258,0.999958424996885,Critical
CUST06100,Western Cape,Meta Instagram,Lapsed,3,1755.71,904,0.9999583652727386,Critical
CUST03752,Gauteng,Meta Facebook,Lapsed,8,7116.76,928,0.9999583079561073,Critical
CUST03338,Western Cape,Google Search,Lapsed,4,4112.54,912,0.999958298629273,Critical
CUST06717,Western Cape,Meta Instagram,Lapsed,4,3087.57,955,0.999958251356304,Critical
CUST05971,Gauteng,Google Search,Lapsed,5,4830.09,799,0.9999582439674761,Critical
CUST01117,Eastern Cape,Google Display,Lapsed,9,5890.01,1040,0.9999582384129971,Critical
CUST07813,Eastern Cape,Google Search,Lapsed,4,1595.27,423,0.999958237884402,Critical
CUST02090,KwaZulu-Natal,Meta Facebook,Lapsed,4,4194.09,820,0.9999582110563374,Critical
CUST00100,KwaZulu-Natal,Meta Instagram,Lapsed,5,2945.7,1396,0.9999581899454523,Critical
CUST05075,Western Cape,Organic,Lapsed,6,5325.99,614,0.9999581669948531,Critical
CUST05192,Gauteng,Meta Instagram,High Value,11,13603.05,717,0.9999581630916715,Critical
CUST00684,Gauteng,Google Search,Lapsed,3,2487.58,664,0.9999581569950187,Critical
CUST00278,Limpopo,Meta Instagram,Lapsed,3,3765.43,924,0.9999581449805772,Critical
CUST04036,Gauteng,Email,Lapsed,2,1787.91,978,0.9999581243325519,Critical
CUST04729,Gauteng,Meta Facebook,Lapsed,4,1998.5,861,0.9999580824334929,Critical
CUST07540,Eastern Cape,Google Search,Lapsed,4,3232.67,985,0.9999580743599707,Critical
CUST03562,KwaZulu-Natal,Organic,Lapsed,5,3225.86,1213,0.9999580476826808,Critical
CUST01163,Limpopo,Google Search,Lapsed,3,3578.32,509,0.999958022045223,Critical
CUST07875,Gauteng,Email,Lapsed,6,1810.48,970,0.9999579967392951,Critical
CUST01694,Limpopo,Meta Facebook,Lapsed,4,4818.81,1035,0.9999579573447341,Critical
CUST04488,Gauteng,Meta Instagram,Lapsed,4,4094.17,1113,0.9999579541729086,Critical
CUST07392,Gauteng,Google Search,Lapsed,3,3135.19,807,0.9999579368591778,Critical
CUST03062,Gauteng,Google Search,Lapsed,4,2327.77,903,0.9999579306447297,Critical
CUST00292,Gauteng,Google Search,Lapsed,5,4821.39,1027,0.9999578729852194,Critical
CUST07310,Gauteng,Organic,Lapsed,3,1416.04,914,0.999957871083295,Critical
CUST02478,KwaZulu-Natal,Google Search,Lapsed,9,5995.22,1358,0.9999578585741994,Critical
CUST03521,Western Cape,Meta Instagram,Lapsed,2,1956.37,971,0.9999578462718999,Critical
CUST01072,Gauteng,Google Search,Lapsed,6,4294.29,561,0.9999578436557021,Critical
CUST03144,Western Cape,Google Search,Lapsed,3,3945.14,905,0.9999578286620273,Critical
CUST04119,Gauteng,Google Search,Lapsed,8,7610.23,1018,0.9999578026491873,Critical
CUST00009,KwaZulu-Natal,Google Search,Lapsed,5,4756.49,988,0.9999577796482151,Critical
CUST05344,Eastern Cape,Google Search,Lapsed,10,9536.95,554,0.999957701190946,Critical
CUST06330,Gauteng,Meta Instagram,Lapsed,7,6500.49,1479,0.999957693932074,Critical
CUST03881,Eastern Cape,Meta Facebook,Lapsed,7,8011.9,1089,0.9999576773411317,Critical
CUST03633,Western Cape,Google Search,Lapsed,5,4762.74,856,0.9999576282311922,Critical
CUST05265,Gauteng,Email,Lapsed,5,3968.3,953,0.9999576086887653,Critical
CUST03897,Eastern Cape,Google Search,Lapsed,6,1706.63,765,0.9999575812722081,Critical
CUST06029,Gauteng,Google Search,Lapsed,5,4199.87,919,0.9999575580176432,Critical
CUST00098,KwaZulu-Natal,Google Search,Lapsed,2,1998.41,706,0.9999575359680691,Critical
CUST07497,Gauteng,Meta Facebook,Lapsed,1,1540.54,1473,0.999957506227713,Critical
CUST00324,Gauteng,Google Search,Lapsed,5,2175.57,376,0.9999574640697341,Critical
CUST04231,Western Cape,Email,Lapsed,6,8534.66,1228,0.9999574483898913,Critical
CUST03117,KwaZulu-Natal,Meta Facebook,Lapsed,9,6568.11,843,0.9999574409743044,Critical
CUST04347,Western Cape,Google Search,Lapsed,2,1692.14,630,0.999957413461221,Critical
CUST01771,Limpopo,Google Display,Lapsed,3,3745.77,570,0.99995738410251,Critical
CUST00287,Western Cape,Meta Facebook,Lapsed,3,2444.5,837,0.9999573805734492,Critical
CUST07250,Gauteng,Organic,Lapsed,9,6068.34,1152,0.9999573506762097,Critical
CUST02194,Gauteng,Meta Facebook,Lapsed,11,6987.67,1227,0.9999573370450924,Critical
CUST07570,Gauteng,Meta Facebook,Lapsed,6,5256.84,1469,0.9999572842970204,Critical
CUST01552,Western Cape,Meta Facebook,Lapsed,2,1455.51,1358,0.9999572760033059,Critical
CUST00507,KwaZulu-Natal,Google Search,Lapsed,2,1522.03,997,0.9999572610941039,Critical
CUST06833,Gauteng,Google Search,Lapsed,7,5757.56,1227,0.9999572386038021,Critical
CUST01675,Eastern Cape,Google Search,Lapsed,5,4887.3,504,0.9999572325174101,Critical
CUST06884,Gauteng,Google Search,Lapsed,3,3726.8,889,0.9999572121678811,Critical
CUST03603,Eastern Cape,Meta Facebook,Lapsed,9,8304.24,900,0.9999571984090915,Critical
CUST07473,Gauteng,Meta Facebook,Lapsed,5,3855.85,726,0.9999571835052506,Critical
CUST03276,Gauteng,Meta Instagram,Lapsed,12,7028.93,1055,0.9999571275896719,Critical
CUST03031,Western Cape,Google Search,Lapsed,1,1352.65,1088,0.9999571174997943,Critical
CUST02922,Limpopo,Google Search,Lapsed,6,4432.43,1096,0.9999571168769243,Critical
CUST03313,Limpopo,Google Search,Lapsed,5,3351.0,767,0.9999570868696117,Critical
CUST05856,Gauteng,Meta Instagram,Lapsed,7,2234.86,828,0.9999570810545988,Critical
CUST07273,Gauteng,Meta Facebook,Lapsed,5,2976.0,771,0.9999570776757417,Critical
CUST05214,KwaZulu-Natal,Meta Facebook,Lapsed,4,2690.12,1339,0.999957071079316,Critical
CUST00992,Eastern Cape,Meta Facebook,Lapsed,2,1724.07,1087,0.9999570523117056,Critical
CUST05744,Gauteng,Google Search,Lapsed,7,4841.75,573,0.9999570321498533,Critical
CUST00503,Eastern Cape,Meta Instagram,Lapsed,3,3747.42,1015,0.9999570169912724,Critical
CUST06873,KwaZulu-Natal,Google Search,Lapsed,4,2572.68,495,0.9999569443055261,Critical
CUST03512,Eastern Cape,Meta Instagram,Lapsed,5,3657.11,1095,0.9999569412959833,Critical
CUST04572,Western Cape,Google Search,Lapsed,2,1284.05,781,0.999956924591271,Critical
CUST05047,Gauteng,Organic,Lapsed,6,2692.28,1146,0.9999569146601156,Critical
CUST07742,Gauteng,Organic,Lapsed,6,3402.66,1358,0.999956879311347,Critical
CUST04666,Eastern Cape,Meta Facebook,Lapsed,5,3404.15,756,0.9999568607628363,Critical
CUST01896,Gauteng,Email,Lapsed,3,1616.26,550,0.9999568197174971,Critical
CUST01262,Gauteng,Organic,Lapsed,9,5118.64,659,0.9999567829349258,Critical
CUST01121,Western Cape,Meta Instagram,Lapsed,7,4363.64,330,0.9999567328737656,Critical
CUST00123,KwaZulu-Natal,Meta Facebook,Lapsed,14,6919.28,446,0.9999567222771706,Critical
CUST03898,Gauteng,Organic,Lapsed,4,4816.42,520,0.9999567030596135,Critical
CUST03774,KwaZulu-Natal,Google Search,Lapsed,5,3808.26,1393,0.9999566890537156,Critical
CUST04957,Western Cape,Email,Lapsed,2,1322.82,956,0.9999566468547374,Critical
CUST04040,Gauteng,Meta Instagram,Lapsed,10,4478.72,999,0.9999566166205385,Critical
CUST02984,KwaZulu-Natal,Google Search,Lapsed,4,2718.59,785,0.9999566160968324,Critical
CUST05588,Gauteng,Google Search,Lapsed,2,1902.6,1256,0.9999566045243292,Critical
CUST03930,Eastern Cape,Meta Facebook,Lapsed,5,4754.16,1202,0.999956594456597,Critical
CUST04230,KwaZulu-Natal,Google Display,Lapsed,10,7319.15,947,0.9999565791264043,Critical
CUST07615,Western Cape,Google Display,Lapsed,2,1601.85,799,0.9999565704265955,Critical
CUST00521,Gauteng,Google Search,Lapsed,7,2431.61,1123,0.9999565506800431,Critical
CUST07651,Limpopo,Google Search,Lapsed,2,1881.63,1268,0.9999565490299205,Critical
CUST02456,KwaZulu-Natal,Meta Facebook,Lapsed,7,5463.91,1291,0.9999565366575179,Critical
CUST04735,KwaZulu-Natal,Google Search,Lapsed,4,3693.73,671,0.9999565323187536,Critical
CUST00713,unknown,Meta Facebook,Lapsed,4,5447.44,840,0.999956487412667,Critical
CUST04087,Gauteng,Google Display,Lapsed,4,3235.96,977,0.9999564724400712,Critical
CUST02469,Gauteng,Organic,Lapsed,18,2700.0,756,0.9999564679187559,Critical
CUST06566,Gauteng,Google Search,Lapsed,5,4518.95,914,0.9999564446455917,Critical
CUST04454,Eastern Cape,Google Search,Lapsed,11,10664.61,1163,0.9999563875541767,Critical
CUST03150,KwaZulu-Natal,Email,Lapsed,8,6018.66,1484,0.9999563418446356,Critical
CUST06358,Eastern Cape,Meta Instagram,Lapsed,5,5111.36,451,0.9999562788782642,Critical
CUST03734,Western Cape,Google Search,Lapsed,6,7485.91,792,0.9999562778962694,Critical
CUST07411,KwaZulu-Natal,Meta Facebook,Lapsed,7,8622.85,334,0.9999562055589246,Critical
CUST06346,Gauteng,Organic,Lapsed,1,1294.23,898,0.9999561394096257,Critical
CUST07000,KwaZulu-Natal,Meta Facebook,Lapsed,2,2350.94,1150,0.9999561326125729,Critical
CUST01096,KwaZulu-Natal,Google Search,Lapsed,5,3222.78,687,0.9999561088898308,Critical
CUST05139,Gauteng,Meta Instagram,Lapsed,8,7413.61,741,0.9999560269372824,Critical
CUST03459,Western Cape,Meta Instagram,Lapsed,7,4740.38,682,0.9999560260835153,Critical
CUST05158,Gauteng,Google Search,Lapsed,6,5817.43,1337,0.9999559673823539,Critical
CUST01666,Eastern Cape,Meta Facebook,Lapsed,3,2328.37,885,0.9999559518559632,Critical
CUST01422,Gauteng,Google Search,Lapsed,8,6385.66,587,0.9999559384044033,Critical
CUST07585,Gauteng,Meta Instagram,Lapsed,9,8043.95,952,0.9999559370167775,Critical
CUST04475,Gauteng,Meta Instagram,Lapsed,3,3811.79,863,0.9999559321296403,Critical
CUST02665,Gauteng,Meta Instagram,Lapsed,7,1774.15,568,0.9999558293936672,Critical
CUST00155,KwaZulu-Natal,Organic,Lapsed,7,5716.87,1006,0.9999557944638761,Critical
CUST05961,Western Cape,Meta Facebook,Lapsed,5,6533.17,969,0.9999557490427077,Critical
CUST07146,KwaZulu-Natal,Email,Lapsed,6,7843.45,1216,0.9999557430472737,Critical
CUST04956,Gauteng,Email,Lapsed,14,9544.18,1162,0.9999556736384819,Critical
CUST06990,Gauteng,Meta Facebook,Lapsed,7,5770.75,1028,0.9999556635735146,Critical
CUST02607,KwaZulu-Natal,Google Display,Lapsed,7,5086.34,1027,0.9999556120196054,Critical
CUST01901,Western Cape,Google Search,Lapsed,2,2454.94,742,0.9999556010571243,Critical
CUST03767,Western Cape,Meta Instagram,Lapsed,3,1444.6,803,0.9999556006159711,Critical
CUST06595,Limpopo,Email,Lapsed,2,1791.63,362,0.9999555532010812,Critical
CUST03161,Western Cape,Google Search,Lapsed,2,2109.41,1044,0.9999555221493802,Critical
CUST06646,KwaZulu-Natal,Meta Instagram,Lapsed,6,3728.79,1538,0.9999554987746964,Critical
CUST00366,Western Cape,Organic,Lapsed,7,6083.66,996,0.9999554350154138,Critical
CUST05829,Gauteng,Meta Facebook,Lapsed,7,6456.31,1291,0.9999554251226829,Critical
CUST02745,Western Cape,Organic,Lapsed,5,7152.45,697,0.9999554177022952,Critical
CUST01334,Limpopo,Google Search,Lapsed,6,5322.82,1139,0.9999554093915306,Critical
CUST07194,Gauteng,Meta Instagram,Lapsed,3,2369.27,615,0.9999553563775262,Critical
CUST07832,Gauteng,Google Display,Lapsed,4,3912.82,950,0.9999553504453852,Critical
CUST02373,Gauteng,Google Search,Lapsed,6,7732.78,924,0.9999552766298936,Critical
CUST01047,Gauteng,Google Display,Lapsed,7,3448.16,696,0.9999552394712641,Critical
CUST01402,Gauteng,Google Search,Lapsed,2,2453.71,1263,0.9999551982591992,Critical
CUST04250,Western Cape,Meta Instagram,Lapsed,5,4000.74,997,0.9999551713685787,Critical
CUST00286,Gauteng,Google Search,Lapsed,7,6346.95,848,0.9999551551510514,Critical
CUST04936,Limpopo,Meta Facebook,Lapsed,6,6141.63,941,0.9999551517656728,Critical
CUST03151,Western Cape,Google Search,Lapsed,11,9812.22,685,0.9999551503599045,Critical
CUST05141,Gauteng,Google Display,Lapsed,2,1396.66,890,0.9999550891003913,Critical
CUST02641,Gauteng,Meta Facebook,Lapsed,5,4572.24,1051,0.9999550800384924,Critical
CUST00478,Western Cape,Organic,Lapsed,6,4881.98,653,0.9999550277354147,Critical
CUST03023,Eastern Cape,Google Search,Lapsed,5,5044.59,1232,0.999955023551519,Critical
CUST00219,Eastern Cape,Google Search,Lapsed,4,4035.81,1214,0.9999550026570311,Critical
CUST07845,Gauteng,Google Search,Lapsed,3,2742.27,279,0.9999550016014412,Critical
CUST03157,Gauteng,Meta Facebook,Lapsed,3,2286.78,410,0.999954990397344,Critical
CUST06559,Gauteng,Meta Facebook,Lapsed,5,5668.02,1340,0.9999549797787184,Critical
CUST01852,Limpopo,Google Display,Lapsed,7,3007.71,1081,0.9999549749432365,Critical
CUST00181,Limpopo,Google Display,Lapsed,8,7076.41,1019,0.9999549660716284,Critical
CUST01545,Gauteng,Google Search,Lapsed,5,3904.82,666,0.9999549407792628,Critical
CUST01079,Gauteng,Google Search,Lapsed,4,3868.45,704,0.9999548956677358,Critical
CUST06947,Gauteng,Organic,Lapsed,9,7726.64,1249,0.9999548895985266,Critical
CUST02440,KwaZulu-Natal,Meta Facebook,Lapsed,13,8936.52,278,0.9999548529028275,Critical
CUST00416,Gauteng,Meta Facebook,Lapsed,7,6341.04,679,0.9999548397810264,Critical
CUST05023,Gauteng,Meta Instagram,Lapsed,6,4325.89,1023,0.9999547881028049,Critical
CUST05245,Western Cape,Meta Facebook,High Value,8,9654.63,1153,0.9999547859637536,Critical
CUST01384,Western Cape,Google Search,Lapsed,2,2738.0,790,0.9999547787828142,Critical
CUST02541,Gauteng,Meta Instagram,Lapsed,8,5135.91,430,0.9999547613978648,Critical
CUST05997,Limpopo,Email,Lapsed,5,2482.45,1365,0.9999547604119611,Critical
CUST00589,KwaZulu-Natal,Meta Instagram,Lapsed,4,2339.26,938,0.9999547344644458,Critical
CUST00399,Western Cape,Meta Facebook,Lapsed,10,5849.44,479,0.9999546505963275,Critical
CUST03258,Gauteng,Meta Instagram,Lapsed,7,4994.15,772,0.9999546399768239,Critical
CUST02087,Gauteng,Meta Instagram,Lapsed,5,2701.71,1030,0.9999546362093339,Critical
CUST05271,Gauteng,Meta Instagram,Lapsed,2,1333.56,1314,0.9999546144511038,Critical
CUST01367,Eastern Cape,Google Search,Lapsed,1,1554.7,1411,0.999954613031116,Critical
CUST02521,Gauteng,Google Search,Lapsed,6,5564.43,809,0.9999546026148679,Critical
CUST04476,Gauteng,Google Search,Lapsed,2,1979.11,1425,0.9999545376851976,Critical
CUST04332,Western Cape,Meta Facebook,Lapsed,7,4350.65,1200,0.9999545194254934,Critical
CUST07932,Western Cape,Google Search,Lapsed,2,2398.45,728,0.9999545162309722,Critical
CUST05704,Gauteng,Google Search,Lapsed,6,5766.57,1221,0.9999545150106097,Critical
CUST04876,Gauteng,Meta Instagram,Lapsed,5,4215.26,945,0.9999545132853092,Critical
CUST05989,KwaZulu-Natal,Organic,Lapsed,16,15371.8,443,0.9999544717100615,Critical
CUST04829,Gauteng,Meta Facebook,Lapsed,3,3642.57,891,0.9999544695505683,Critical
CUST04599,Gauteng,Meta Facebook,Lapsed,1,1479.45,323,0.9999544653427512,Critical
CUST03542,Gauteng,Meta Instagram,Lapsed,3,1738.64,1581,0.9999544595215082,Critical
CUST01832,Western Cape,Meta Facebook,Lapsed,2,2462.1,731,0.9999544441969804,Critical
CUST06548,Limpopo,Google Search,Lapsed,3,2480.59,756,0.9999544408430028,Critical
CUST00714,Eastern Cape,Email,Lapsed,2,1450.07,1131,0.9999544165089262,Critical
CUST00799,Gauteng,Google Search,Lapsed,4,2223.08,1061,0.9999543736765747,Critical
CUST04249,Gauteng,Meta Instagram,Lapsed,7,6084.43,1300,0.9999543615885121,Critical
CUST03543,KwaZulu-Natal,Meta Facebook,Lapsed,10,8026.69,779,0.9999543457972507,Critical
CUST07440,Limpopo,Meta Instagram,Lapsed,5,2490.53,1208,0.9999543427123498,Critical
CUST04799,KwaZulu-Natal,Google Search,Lapsed,2,1677.16,1368,0.9999543157276508,Critical
CUST05497,unknown,Meta Facebook,Lapsed,7,8061.24,1454,0.9999542886680266,Critical
CUST01424,KwaZulu-Natal,Google Search,Lapsed,3,3836.42,1054,0.9999542756900134,Critical
CUST02307,KwaZulu-Natal,Google Search,Lapsed,5,3403.63,1473,0.9999542453609348,Critical
CUST07113,KwaZulu-Natal,Organic,Lapsed,14,6770.95,1507,0.9999542444385461,Critical
CUST01496,Gauteng,Meta Instagram,Lapsed,4,2004.63,689,0.9999541859586658,Critical
CUST01680,Western Cape,Meta Facebook,Lapsed,12,1800.0,1393,0.9999541432481779,Critical
CUST05943,Gauteng,Google Search,Lapsed,4,3021.62,400,0.9999541386082993,Critical
CUST02640,Western Cape,Google Display,Lapsed,1,1361.52,678,0.9999541262723817,Critical
CUST03261,Western Cape,Google Search,Lapsed,2,2014.91,1110,0.9999541008680005,Critical
CUST02297,KwaZulu-Natal,Meta Instagram,Lapsed,2,1574.35,1407,0.9999540319883748,Critical
CUST00600,Gauteng,Meta Instagram,Lapsed,4,3367.37,466,0.9999539562990843,Critical
CUST06086,Gauteng,Meta Facebook,Lapsed,5,3037.79,1034,0.9999539224512891,Critical
CUST07289,Western Cape,Meta Facebook,Lapsed,7,3382.59,776,0.9999539083564523,Critical
CUST02427,Eastern Cape,Meta Instagram,Lapsed,3,1601.84,706,0.9999538324205739,Critical
CUST01170,Gauteng,Meta Instagram,Lapsed,4,4084.57,491,0.9999538135519469,Critical
CUST06811,Gauteng,Meta Instagram,Lapsed,4,3051.27,920,0.9999538029208057,Critical
CUST04010,Western Cape,Organic,Lapsed,7,6783.49,702,0.9999537817829132,Critical
CUST05902,Western Cape,Meta Facebook,Lapsed,7,3375.91,1502,0.9999537555428656,Critical
CUST06761,Western Cape,Google Display,Lapsed,2,1746.68,1097,0.9999536892423534,Critical
CUST04015,Western Cape,Email,Lapsed,9,6805.04,642,0.9999536811248377,Critical
CUST02520,Limpopo,Google Search,Lapsed,1,1338.71,1232,0.9999536423623956,Critical
CUST04410,Western Cape,Meta Instagram,Lapsed,5,2458.87,825,0.9999536374519203,Critical
CUST05163,Gauteng,Email,Lapsed,1,1312.6,684,0.9999536336609096,Critical
CUST02941,Limpopo,Meta Facebook,Lapsed,10,3424.21,1290,0.9999536056196408,Critical
CUST06081,KwaZulu-Natal,Organic,Lapsed,3,2463.02,795,0.999953576498511,Critical
CUST05979,Western Cape,Organic,Lapsed,2,2019.08,1027,0.9999535412824487,Critical
CUST04286,Eastern Cape,Google Search,Lapsed,4,2023.46,606,0.9999534684004726,Critical
CUST00851,KwaZulu-Natal,Meta Facebook,Lapsed,5,5851.42,1311,0.9999534302006193,Critical
CUST00406,Gauteng,Google Search,Lapsed,6,4923.04,1282,0.9999534176304402,Critical
CUST02178,Gauteng,Google Search,Lapsed,7,6162.31,1363,0.9999533474089857,Critical
CUST04738,KwaZulu-Natal,Email,Lapsed,3,1646.1,627,0.9999533410309643,Critical
CUST03573,Gauteng,Organic,Lapsed,5,4789.1,839,0.9999533293111058,Critical
CUST00522,Gauteng,Google Search,Lapsed,3,2012.26,375,0.9999533092561644,Critical
CUST02791,Gauteng,Google Search,Lapsed,6,7054.71,1145,0.9999532751951633,Critical
CUST07563,Gauteng,Google Search,Lapsed,2,2195.01,1042,0.9999532620931707,Critical
CUST01756,Western Cape,Google Display,Lapsed,6,4365.02,1530,0.9999531955766522,Critical
CUST03623,Gauteng,Google Search,Lapsed,2,2458.11,547,0.9999531757553777,Critical
CUST02370,Gauteng,Meta Instagram,Lapsed,6,2469.74,607,0.9999531695467649,Critical
CUST02403,Gauteng,Meta Facebook,Lapsed,10,6883.33,1284,0.9999531539297146,Critical
CUST04470,Gauteng,Meta Facebook,Lapsed,4,4791.54,649,0.9999531042251574,Critical
CUST03726,KwaZulu-Natal,Meta Instagram,Lapsed,2,1484.42,875,0.9999531006386343,Critical
CUST00936,Gauteng,Google Search,Lapsed,2,1307.39,915,0.9999530889763075,Critical
CUST05976,KwaZulu-Natal,Meta Facebook,Lapsed,6,4812.4,906,0.9999530807868586,Critical
CUST04674,KwaZulu-Natal,Meta Facebook,Lapsed,3,4213.71,1541,0.9999530690215559,Critical
CUST00747,Gauteng,Google Search,Lapsed,6,4870.37,953,0.9999530625920442,Critical
CUST06315,Western Cape,Google Search,Lapsed,10,6369.75,1390,0.9999530405552268,Critical
CUST00019,Gauteng,Organic,Lapsed,8,3439.83,1084,0.9999530063940162,Critical
CUST06107,Gauteng,Google Search,Lapsed,2,2005.48,765,0.9999529986396656,Critical
CUST01014,Gauteng,Google Search,Lapsed,1,1626.38,619,0.9999529799982332,Critical
CUST07432,Gauteng,Email,Lapsed,7,5388.91,1297,0.9999529140960327,Critical
CUST01799,Gauteng,Meta Facebook,Lapsed,7,7054.18,1132,0.9999528982567868,Critical
CUST07903,Gauteng,Google Display,Lapsed,6,6278.96,1423,0.9999528596844487,Critical
CUST03229,unknown,Meta Facebook,Lapsed,7,5243.89,426,0.9999528420613232,Critical
CUST05123,Gauteng,Google Display,Lapsed,2,1949.81,1093,0.9999528323791609,Critical
